,id,name,identifiers,neutral_formula,charge,charged_formula,neutral_mono_mass,SMILES,inchi
34,his__L,L-Histidine,"[['BIGG', 'his-L[c]'], ['BIGG', 'his_DASH_L_c'], ['BIGG', 'his_L[c]'], ['BIGG', 'his_L_c'], ['BIGG', 'his__L'], ['BIGG', 'his__L_c'], ['Reactome', 'R-ALL-29612'], ['Reactome', 'R-ALL-379695'], ['KEGG', 'C00135'], ['KEGG', 'C00768'], ['CHEBI', '13117'], ['CHEBI', '15971'], ['CHEBI', '21324'], ['CHEBI', '24598'], ['CHEBI', '27570'], ['CHEBI', '32510'], ['CHEBI', '32511'], ['CHEBI', '32512'], ['CHEBI', '32513'], ['CHEBI', '32529'], ['CHEBI', '32530'], ['CHEBI', '32531'], ['CHEBI', '32532'], ['CHEBI', '43048'], ['CHEBI', '43114'], ['CHEBI', '43118'], ['CHEBI', '43190'], ['CHEBI', '43239'], ['CHEBI', '5733'], ['CHEBI', '57595'], ['CHEBI', '6240'], ['KEGG_Drug', 'D00032'], ['HMDB', 'HMDB00177'], ['HMDB', 'HMDB03412'], ['inchikey', 'HNDVDQJCIGZPNO-YFKPBYRVSA-N'], ['BioCyc', 'HIS'], ['MetaNetX', 'MNXM134'], ['SEED', 'cpd00119'], ['SEED', 'cpd00572']]",,0,C6H9N3O2,0.0,,
35,ile__L,L-Isoleucine,"[['BIGG', 'ile-L[c]'], ['BIGG', 'ile_DASH_L_c'], ['BIGG', 'ile_L[c]'], ['BIGG', 'ile_L_c'], ['BIGG', 'ile__L'], ['BIGG', 'ile__L_c'], ['Reactome', 'R-ALL-113537'], ['Reactome', 'R-ALL-30102'], ['inchikey', 'AGPKZVBTJJNPAG-WHFBIAKZSA-N'], ['KEGG', 'C00407'], ['CHEBI', '13127'], ['CHEBI', '17191'], ['CHEBI', '21344'], ['CHEBI', '24898'], ['CHEBI', '32604'], ['CHEBI', '32605'], ['CHEBI', '32612'], ['CHEBI', '32613'], ['CHEBI', '43290'], ['CHEBI', '43342'], ['CHEBI', '43366'], ['CHEBI', '58045'], ['CHEBI', '6255'], ['KEGG_Drug', 'D00065'], ['HMDB', 'HMDB00172'], ['LipidMaps', 'LMFA01100047'], ['BioCyc', 'ILE'], ['MetaNetX', 'MNXM231'], ['SEED', 'cpd00322']]",,0,C6H13NO2,0.0,,
36,k,Potassium,"[['BIGG', 'k'], ['BIGG', 'k[c]'], ['BIGG', 'k_c'], ['Reactome', 'R-ALL-29804'], ['Reactome', 'R-ALL-5626313'], ['Reactome', 'R-ALL-74126'], ['KEGG', 'C00238'], ['CHEBI', '26219'], ['CHEBI', '29103'], ['CHEBI', '49685'], ['CHEBI', '8345'], ['KEGG_Drug', 'D08403'], ['HMDB', 'HMDB00586'], ['BioCyc', 'K+'], ['MetaNetX', 'MNXM95'], ['inchikey', 'NPYPAHLBTDXSSS-UHFFFAOYSA-N'], ['SEED', 'cpd00205']]",,1,K,0.0,,
37,leu__L,L-Leucine,"[['BIGG', 'leu-L[c]'], ['BIGG', 'leu_DASH_L_c'], ['BIGG', 'leu_L[c]'], ['BIGG', 'leu_L_c'], ['BIGG', 'leu__L'], ['BIGG', 'leu__L_c'], ['Reactome', 'R-ALL-113580'], ['Reactome', 'R-ALL-29588'], ['Reactome', 'R-ALL-351964'], ['KEGG', 'C00123'], ['KEGG', 'C16439'], ['CHEBI', '10866'], ['CHEBI', '13131'], ['CHEBI', '15603'], ['CHEBI', '21348'], ['CHEBI', '25017'], ['CHEBI', '32619'], ['CHEBI', '32620'], ['CHEBI', '32627'], ['CHEBI', '32628'], ['CHEBI', '43646'], ['CHEBI', '43695'], ['CHEBI', '43733'], ['CHEBI', '43814'], ['CHEBI', '57427'], ['CHEBI', '6260'], ['KEGG_Drug', 'D00030'], ['HMDB', 'HMDB00687'], ['HMDB', 'HMDB62203'], ['LipidMaps', 'LMFA01100048'], ['BioCyc', 'LEU'], ['MetaNetX', 'MNXM140'], ['inchikey', 'ROHFNLRQFUQHCH-YFKPBYRVSA-N'], ['SEED', 'cpd00107'], ['SEED', 'cpd15143']]",,0,C6H13NO2,0.0,,
38,lys__L,L-Lysine,"[['BIGG', 'lys-L[c]'], ['BIGG', 'lys_DASH_L_c'], ['BIGG', 'lys_L[c]'], ['BIGG', 'lys_L_c'], ['BIGG', 'lys__L'], ['BIGG', 'lys__L_c'], ['Reactome', 'R-ALL-29444'], ['Reactome', 'R-ALL-351979'], ['Reactome', 'R-ALL-351991'], ['KEGG', 'C00047'], ['KEGG', 'C16440'], ['CHEBI', '13135'], ['CHEBI', '133538'], ['CHEBI', '18019'], ['CHEBI', '21351'], ['CHEBI', '25094'], ['CHEBI', '32550'], ['CHEBI', '32551'], ['CHEBI', '32552'], ['CHEBI', '32563'], ['CHEBI', '32564'], ['CHEBI', '32565'], ['CHEBI', '43950'], ['CHEBI', '6264'], ['KEGG_Drug', 'D02304'], ['HMDB', 'HMDB00182'], ['HMDB', 'HMDB03405'], ['HMDB', 'HMDB62809'], ['inchikey', 'KDXKERNSBIXSRK-YFKPBYRVSA-O'], ['BioCyc', 'LYS'], ['MetaNetX', 'MNXM78'], ['SEED', 'cpd00039'], ['SEED', 'cpd19182']]",,1,C6H15N2O2,0.0,,
39,met__L,L-Methionine,"[['BIGG', 'met-L[c]'], ['BIGG', 'met_DASH_L_c'], ['BIGG', 'met_L[c]'], ['BIGG', 'met_L_c'], ['BIGG', 'met__L'], ['BIGG', 'met__L_c'], ['Reactome', 'R-ALL-1130765'], ['Reactome', 'R-ALL-174390'], ['Reactome', 'R-ALL-379705'], ['KEGG', 'C00073'], ['KEGG', 'C01733'], ['CHEBI', '13141'], ['CHEBI', '14590'], ['CHEBI', '16643'], ['CHEBI', '16811'], ['CHEBI', '21360'], ['CHEBI', '25229'], ['CHEBI', '32631'], ['CHEBI', '32632'], ['CHEBI', '32644'], ['CHEBI', '32646'], ['CHEBI', '43990'], ['CHEBI', '57844'], ['CHEBI', '6271'], ['CHEBI', '64558'], ['CHEBI', '6829'], ['KEGG_Drug', 'D00019'], ['KEGG_Drug', 'D04983'], ['KEGG_Drug', 'D04984'], ['inchikey', 'FFEARJCKVFRZRR-BYPYZUCNSA-N'], ['HMDB', 'HMDB00696'], ['HMDB', 'HMDB33951'], ['BioCyc', 'MET'], ['MetaNetX', 'MNXM61'], ['SEED', 'cpd00060'], ['SEED', 'cpd30746']]",,0,C5H11NO2S,0.0,,
40,mg2,Magnesium,"[['BIGG', 'mg2'], ['BIGG', 'mg2[c]'], ['BIGG', 'mg2_c'], ['Reactome', 'R-ALL-109496'], ['Reactome', 'R-ALL-114632'], ['Reactome', 'R-ALL-29926'], ['Reactome', 'R-ALL-5336432'], ['KEGG', 'C00305'], ['CHEBI', '13379'], ['CHEBI', '18420'], ['CHEBI', '25112'], ['CHEBI', '39127'], ['CHEBI', '49736'], ['CHEBI', '6635'], ['HMDB', 'HMDB00547'], ['inchikey', 'JLVVSXFLKOJNIY-UHFFFAOYSA-N'], ['BioCyc', 'MG+2'], ['MetaNetX', 'MNXM653'], ['SEED', 'cpd00254']]",,2,Mg,0.0,,
41,mlthf,"5,10-Methylenetetrahydrofolate","[['BIGG', 'mlthf'], ['BIGG', 'mlthf[c]'], ['BIGG', 'mlthf_c'], ['KEGG', 'C00143'], ['CHEBI', '10925'], ['CHEBI', '15636'], ['CHEBI', '18602'], ['CHEBI', '1989'], ['BioCyc', 'METHYLENE-THF'], ['MetaNetX', 'MNXM183'], ['inchikey', 'QYNUQALWYRSVHF-OLZOCXBDSA-L']]",,-2,C20H21N7O6,0.0,,
42,mn2,Manganese,"[['BIGG', 'mn2'], ['BIGG', 'mn2[c]'], ['BIGG', 'mn2_c'], ['Reactome', 'R-ALL-1981162'], ['Reactome', 'R-ALL-29418'], ['KEGG', 'C19610'], ['CHEBI', '21435'], ['CHEBI', '25156'], ['CHEBI', '29035'], ['CHEBI', '49749'], ['HMDB', 'HMDB01333'], ['BioCyc', 'MN+2'], ['MetaNetX', 'MNXM2255'], ['inchikey', 'WAEMQWOKJMHJLA-UHFFFAOYSA-N'], ['SEED', 'cpd00030'], ['SEED', 'cpd20863']]",,2,Mn,0.0,,
43,mobd,Molybdate,"[['BIGG', 'mobd'], ['BIGG', 'mobd[c]'], ['BIGG', 'mobd_c'], ['Reactome', 'R-ALL-947561'], ['KEGG', 'C06232'], ['CHEBI', '25368'], ['CHEBI', '25371'], ['CHEBI', '36263'], ['CHEBI', '36264'], ['CHEBI', '6967'], ['HMDB', 'HMDB12260'], ['inchikey', 'MEFBJEMVZONFCJ-UHFFFAOYSA-N'], ['BioCyc', 'CPD-3'], ['MetaNetX', 'MNXM1026'], ['SEED', 'cpd11574']]",,-2,MoO4,0.0,,
44,nad,Nicotinamide adenine dinucleotide,"[['BIGG', 'nad'], ['BIGG', 'nad[c]'], ['BIGG', 'nad_c'], ['Reactome', 'R-ALL-113526'], ['Reactome', 'R-ALL-192307'], ['Reactome', 'R-ALL-194653'], ['Reactome', 'R-ALL-29360'], ['Reactome', 'R-ALL-352330'], ['inchikey', 'BAWFJGJZGIEFAR-NNYOXOHSSA-M'], ['KEGG', 'C00003'], ['CHEBI', '13393'], ['CHEBI', '13394'], ['CHEBI', '15846'], ['CHEBI', '21901'], ['CHEBI', '29867'], ['CHEBI', '44214'], ['CHEBI', '44215'], ['CHEBI', '44281'], ['CHEBI', '57540'], ['CHEBI', '7422'], ['KEGG_Drug', 'D00002'], ['HMDB', 'HMDB00902'], ['BioCyc', 'NAD'], ['MetaNetX', 'MNXM8'], ['SEED', 'cpd00003']]",,-1,C21H26N7O14P2,0.0,,
45,nadp,Nicotinamide adenine dinucleotide phosphate,"[['BIGG', 'nadp'], ['BIGG', 'nadp[c]'], ['BIGG', 'nadp_c'], ['Reactome', 'R-ALL-113563'], ['Reactome', 'R-ALL-113564'], ['Reactome', 'R-ALL-194668'], ['Reactome', 'R-ALL-2000348'], ['Reactome', 'R-ALL-29366'], ['Reactome', 'R-ALL-351628'], ['Reactome', 'R-ALL-389556'], ['Reactome', 'R-ALL-5623650'], ['Reactome', 'R-ALL-6790191'], ['KEGG', 'C00006'], ['CHEBI', '13397'], ['CHEBI', '13398'], ['CHEBI', '18009'], ['CHEBI', '21903'], ['CHEBI', '25523'], ['CHEBI', '29868'], ['CHEBI', '44405'], ['CHEBI', '44409'], ['CHEBI', '58349'], ['CHEBI', '7424'], ['HMDB', 'HMDB00217'], ['BioCyc', 'NADP'], ['MetaNetX', 'MNXM5'], ['inchikey', 'XJLXINKUBYWONI-NNYOXOHSSA-K'], ['SEED', 'cpd00006']]",,-3,C21H25N7O17P3,0.0,,
46,nh4,Ammonium,"[['BIGG', 'nh4'], ['BIGG', 'nh4[c]'], ['BIGG', 'nh4_c'], ['Reactome', 'R-ALL-1132163'], ['Reactome', 'R-ALL-113561'], ['Reactome', 'R-ALL-140912'], ['Reactome', 'R-ALL-2022135'], ['Reactome', 'R-ALL-29382'], ['Reactome', 'R-ALL-31633'], ['Reactome', 'R-ALL-389843'], ['Reactome', 'R-ALL-5693978'], ['Reactome', 'R-ALL-76230'], ['KEGG', 'C00014'], ['KEGG', 'C01342'], ['CHEBI', '13405'], ['CHEBI', '13406'], ['CHEBI', '13407'], ['CHEBI', '135980'], ['CHEBI', '13771'], ['CHEBI', '16134'], ['CHEBI', '22533'], ['CHEBI', '22534'], ['CHEBI', '28938'], ['CHEBI', '29337'], ['CHEBI', '29340'], ['CHEBI', '44269'], ['CHEBI', '44284'], ['CHEBI', '44404'], ['CHEBI', '49783'], ['CHEBI', '7434'], ['CHEBI', '7435'], ['KEGG_Drug', 'D02915'], ['KEGG_Drug', 'D02916'], ['HMDB', 'HMDB00051'], ['HMDB', 'HMDB41827'], ['BioCyc', 'AMMONIA'], ['BioCyc', 'AMMONIUM'], ['MetaNetX', 'MNXM15'], ['inchikey', 'QGZKDVFQNNGYKY-UHFFFAOYSA-O'], ['SEED', 'cpd00013'], ['SEED', 'cpd19013']]",,1,H4N,0.0,,
47,ni2,Nickel,"[['BIGG', 'ni2'], ['BIGG', 'ni2[c]'], ['BIGG', 'ni2_c'], ['KEGG', 'C19609'], ['CHEBI', '25517'], ['CHEBI', '49785'], ['CHEBI', '49786'], ['HMDB', 'HMDB02457'], ['BioCyc', 'NI+2'], ['MetaNetX', 'MNXM3673'], ['inchikey', 'VEQPNABPJHWNSG-UHFFFAOYSA-N'], ['SEED', 'cpd20862']]",,2,Ni,0.0,,
48,pe160,"Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)","[['BIGG', 'pe160'], ['BIGG', 'pe160[c]'], ['BIGG', 'pe160_c'], ['CHEBI', '73005'], ['CHEBI', '73127'], ['HMDB', 'HMDB05317'], ['HMDB', 'HMDB08923'], ['LipidMaps', 'LMGP02010037'], ['BioCyc', 'CPD-12819'], ['MetaNetX', 'MNXM32178'], ['inchikey', 'SLKDGVPOSSLUAI-PGUFJCEWSA-N'], ['SEED', 'cpd15531'], ['SEED', 'cpd23597'], ['SEED', 'cpd29054']]",,0,C37H74NO8P,0.0,,
49,pe161,"Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)","[['BIGG', 'pe161'], ['BIGG', 'pe161[c]'], ['BIGG', 'pe161_c'], ['HMDB', 'HMDB05342'], ['HMDB', 'HMDB08957'], ['LipidMaps', 'LMGP02010108'], ['BioCyc', 'CPD-17086'], ['MetaNetX', 'MNXM71458'], ['SEED', 'cpd29055']]",,0,C37H70NO8P,0.0,,
50,phe__L,L-Phenylalanine,"[['BIGG', 'phe-L[c]'], ['BIGG', 'phe_DASH_L_c'], ['BIGG', 'phe_L[c]'], ['BIGG', 'phe_L_c'], ['BIGG', 'phe__L'], ['BIGG', 'phe__L_c'], ['Reactome', 'R-ALL-29502'], ['Reactome', 'R-ALL-351993'], ['Reactome', 'R-ALL-379701'], ['KEGG', 'C00079'], ['KEGG', 'C02057'], ['CHEBI', '13151'], ['CHEBI', '17295'], ['CHEBI', '21370'], ['CHEBI', '25984'], ['CHEBI', '28044'], ['CHEBI', '32486'], ['CHEBI', '32487'], ['CHEBI', '32504'], ['CHEBI', '32505'], ['CHEBI', '44851'], ['CHEBI', '44885'], ['CHEBI', '45079'], ['CHEBI', '58095'], ['CHEBI', '6282'], ['CHEBI', '76052'], ['CHEBI', '8089'], ['inchikey', 'COLNVLDHVKWLRT-QMMMGPOBSA-N'], ['KEGG_Drug', 'D00021'], ['HMDB', 'HMDB00159'], ['HMDB', 'HMDB00612'], ['BioCyc', 'PHE'], ['MetaNetX', 'MNXM97'], ['SEED', 'cpd00066'], ['SEED', 'cpd01400']]",,0,C9H11NO2,0.0,,
51,pheme,Protoheme C34H30FeN4O4,"[['BIGG', 'pheme'], ['BIGG', 'pheme[c]'], ['BIGG', 'pheme_c'], ['Reactome', 'R-ALL-189444'], ['Reactome', 'R-ALL-71185'], ['Reactome', 'R-ALL-917877'], ['KEGG', 'C00032'], ['CHEBI', '14957'], ['CHEBI', '17627'], ['CHEBI', '26355'], ['CHEBI', '5651'], ['CHEBI', '60344'], ['inchikey', 'KABFMIBPWCXCRK-RGGAHWMASA-J'], ['BioCyc', 'PROTOHEME'], ['MetaNetX', 'MNXM249']]",,-2,C34H30FeN4O4,0.0,,
52,pro__L,L-Proline,"[['BIGG', 'pro-L[c]'], ['BIGG', 'pro_DASH_L_c'], ['BIGG', 'pro_L[c]'], ['BIGG', 'pro_L_c'], ['BIGG', 'pro__L'], ['BIGG', 'pro__L_c'], ['Reactome', 'R-ALL-113538'], ['Reactome', 'R-ALL-352033'], ['Reactome', 'R-ALL-379717'], ['KEGG', 'C00148'], ['KEGG', 'C16435'], ['CHEBI', '13154'], ['CHEBI', '17203'], ['CHEBI', '184637'], ['CHEBI', '21373'], ['CHEBI', '26271'], ['CHEBI', '32862'], ['CHEBI', '32864'], ['CHEBI', '32871'], ['CHEBI', '32872'], ['CHEBI', '42067'], ['CHEBI', '45040'], ['CHEBI', '45100'], ['CHEBI', '45159'], ['CHEBI', '58054'], ['CHEBI', '60039'], ['CHEBI', '6286'], ['KEGG_Drug', 'D00035'], ['HMDB', 'HMDB00162'], ['BioCyc', 'PRO'], ['MetaNetX', 'MNXM114'], ['inchikey', 'ONIBWKKTOPOVIA-BYPYZUCNSA-N'], ['SEED', 'cpd00129'], ['SEED', 'cpd15140']]",,0,C5H9NO2,0.0,,
53,pydx5p,Pyridoxal 5'-phosphate,"[['BIGG', 'pydx5p'], ['BIGG', 'pydx5p[c]'], ['BIGG', 'pydx5p_c'], ['Reactome', 'R-ALL-29390'], ['KEGG', 'C00018'], ['CHEBI', '14977'], ['CHEBI', '18405'], ['CHEBI', '234571'], ['CHEBI', '26424'], ['CHEBI', '358848'], ['CHEBI', '45145'], ['CHEBI', '597326'], ['CHEBI', '8668'], ['HMDB', 'HMDB01491'], ['BioCyc', 'PYRIDOXAL_PHOSPHATE'], ['MetaNetX', 'MNXM161'], ['inchikey', 'NGVDGCNFYWLIFO-UHFFFAOYSA-L'], ['SEED', 'cpd00016']]",,-2,C8H8NO6P,0.0,,
54,ribflv,Riboflavin C17H20N4O6,"[['BIGG', 'ribflv'], ['BIGG', 'ribflv[c]'], ['BIGG', 'ribflv_c'], ['Reactome', 'R-ALL-196931'], ['Reactome', 'R-ALL-3165253'], ['inchikey', 'AUNGANRZJHBGPY-SCRDCRAPSA-M'], ['KEGG', 'C00255'], ['CHEBI', '15044'], ['CHEBI', '17015'], ['CHEBI', '27299'], ['CHEBI', '45214'], ['CHEBI', '529204'], ['CHEBI', '57986'], ['CHEBI', '8843'], ['KEGG_Drug', 'D00050'], ['HMDB', 'HMDB00244'], ['BioCyc', 'RIBOFLAVIN'], ['MetaNetX', 'MNXM270'], ['SEED', 'cpd00220']]",,-1,C17H19N4O6,0.0,,
55,ser__L,L-Serine,"[['BIGG', 'ser-L[c]'], ['BIGG', 'ser_DASH_L_c'], ['BIGG', 'ser_L[c]'], ['BIGG', 'ser_L_c'], ['BIGG', 'ser__L'], ['BIGG', 'ser__L_c'], ['Reactome', 'R-ALL-200736'], ['Reactome', 'R-ALL-352002'], ['Reactome', 'R-ALL-379732'], ['Reactome', 'R-ALL-8932979'], ['KEGG', 'C00065'], ['KEGG', 'C00716'], ['CHEBI', '13167'], ['CHEBI', '15081'], ['CHEBI', '17115'], ['CHEBI', '17822'], ['CHEBI', '21387'], ['CHEBI', '26648'], ['CHEBI', '32836'], ['CHEBI', '32837'], ['CHEBI', '32845'], ['CHEBI', '32846'], ['CHEBI', '33384'], ['CHEBI', '35243'], ['CHEBI', '45440'], ['CHEBI', '45451'], ['CHEBI', '45590'], ['CHEBI', '45597'], ['CHEBI', '45677'], ['CHEBI', '6301'], ['CHEBI', '9116'], ['KEGG_Drug', 'D00016'], ['HMDB', 'HMDB00187'], ['HMDB', 'HMDB00589'], ['HMDB', 'HMDB62263'], ['LipidMaps', 'LMFA01100045'], ['BioCyc', 'SER'], ['BioCyc', 'Serines'], ['MetaNetX', 'MNXM53'], ['inchikey', 'MTCFGRXMJLQNBG-REOHCLBHSA-N'], ['SEED', 'cpd00054'], ['SEED', 'cpd28171'], ['SEED', 'cpd30743']]",,0,C3H7NO3,0.0,,
56,sheme,Siroheme C42H36FeN4O16,"[['BIGG', 'sheme'], ['BIGG', 'sheme[c]'], ['BIGG', 'sheme_c'], ['KEGG', 'C00748'], ['CHEBI', '26690'], ['CHEBI', '28599'], ['CHEBI', '60052'], ['CHEBI', '9166'], ['inchikey', 'DLKSSIHHLYNIKN-QIISWYHFSA-D'], ['BioCyc', 'SIROHEME'], ['MetaNetX', 'MNXM82173'], ['SEED', 'cpd00557']]",,-8,C42H36FeN4O16,0.0,,
57,so4,Sulfate,"[['BIGG', 'so4'], ['BIGG', 'so4[c]'], ['BIGG', 'so4_c'], ['Reactome', 'R-ALL-1606845'], ['Reactome', 'R-ALL-1609649'], ['Reactome', 'R-ALL-1614584'], ['Reactome', 'R-ALL-174375'], ['Reactome', 'R-ALL-427648'], ['KEGG', 'C00059'], ['CHEBI', '15135'], ['CHEBI', '16189'], ['CHEBI', '26836'], ['CHEBI', '29199'], ['CHEBI', '45687'], ['CHEBI', '45693'], ['CHEBI', '45696'], ['CHEBI', '9335'], ['KEGG_Drug', 'D05963'], ['HMDB', 'HMDB01448'], ['BioCyc', 'HSO4'], ['BioCyc', 'SULFATE'], ['MetaNetX', 'MNXM58'], ['inchikey', 'QAOWNCQODCNURD-UHFFFAOYSA-L'], ['SEED', 'cpd00048'], ['SEED', 'cpd29301']]",,-2,O4S,0.0,,
58,thf,"5,6,7,8-Tetrahydrofolate","[['BIGG', 'thf'], ['BIGG', 'thf[c]'], ['BIGG', 'thf_c'], ['Reactome', 'R-ALL-111355'], ['Reactome', 'R-ALL-200671'], ['KEGG', 'C00101'], ['CHEBI', '10931'], ['CHEBI', '12075'], ['CHEBI', '15220'], ['CHEBI', '15635'], ['CHEBI', '18606'], ['CHEBI', '20506'], ['CHEBI', '46069'], ['CHEBI', '57453'], ['CHEBI', '68437'], ['CHEBI', '9482'], ['BioCyc', 'THF'], ['MetaNetX', 'MNXM79'], ['inchikey', 'MSTNYGQPCMXVAQ-RYUDHWBXSA-L'], ['SEED', 'cpd29254']]",,-2,C19H21N7O6,0.0,,
59,thmpp,Thiamine diphosphate,"[['BIGG', 'thmpp'], ['BIGG', 'thmpp[c]'], ['BIGG', 'thmpp_c'], ['Reactome', 'R-ALL-29480'], ['Reactome', 'R-ALL-8878387'], ['inchikey', 'AYEKOFBPNLCAJY-UHFFFAOYSA-L'], ['KEGG', 'C00068'], ['CHEBI', '15229'], ['CHEBI', '45930'], ['CHEBI', '45931'], ['CHEBI', '49939'], ['CHEBI', '58937'], ['CHEBI', '9532'], ['HMDB', 'HMDB01372'], ['HMDB', 'HMDB62636'], ['BioCyc', 'THIAMINE-PYROPHOSPHATE'], ['MetaNetX', 'MNXM256'], ['SEED', 'cpd00056']]",,-2,C12H16N4O7P2S,0.0,,
60,thr__L,L-Threonine,"[['BIGG', 'thr-L[c]'], ['BIGG', 'thr_DASH_L_c'], ['BIGG', 'thr_L[c]'], ['BIGG', 'thr_L_c'], ['BIGG', 'thr__L'], ['BIGG', 'thr__L_c'], ['Reactome', 'R-ALL-351990'], ['Reactome', 'R-ALL-352000'], ['Reactome', 'R-ALL-379706'], ['inchikey', 'AYFVYJQAPQTCCC-GBXIJSLDSA-N'], ['KEGG', 'C00188'], ['CHEBI', '13175'], ['CHEBI', '16857'], ['CHEBI', '21403'], ['CHEBI', '26986'], ['CHEBI', '32820'], ['CHEBI', '32822'], ['CHEBI', '32832'], ['CHEBI', '32833'], ['CHEBI', '42083'], ['CHEBI', '45843'], ['CHEBI', '45983'], ['CHEBI', '57926'], ['CHEBI', '6308'], ['KEGG_Drug', 'D00041'], ['HMDB', 'HMDB00167'], ['BioCyc', 'THR'], ['MetaNetX', 'MNXM142'], ['SEED', 'cpd00161']]",,0,C4H9NO3,0.0,,
61,trp__L,L-Tryptophan,"[['BIGG', 'trp-L[c]'], ['BIGG', 'trp_DASH_L_c'], ['BIGG', 'trp_L[c]'], ['BIGG', 'trp_L_c'], ['BIGG', 'trp__L'], ['BIGG', 'trp__L_c'], ['Reactome', 'R-ALL-29500'], ['Reactome', 'R-ALL-352006'], ['Reactome', 'R-ALL-379709'], ['KEGG', 'C00078'], ['KEGG', 'C00806'], ['CHEBI', '13178'], ['CHEBI', '16828'], ['CHEBI', '184633'], ['CHEBI', '21407'], ['CHEBI', '27163'], ['CHEBI', '27897'], ['CHEBI', '32702'], ['CHEBI', '32704'], ['CHEBI', '32727'], ['CHEBI', '32728'], ['CHEBI', '45988'], ['CHEBI', '46086'], ['CHEBI', '46125'], ['CHEBI', '46225'], ['CHEBI', '57912'], ['CHEBI', '6310'], ['CHEBI', '64554'], ['CHEBI', '9769'], ['KEGG_Drug', 'D00020'], ['HMDB', 'HMDB00929'], ['HMDB', 'HMDB30396'], ['BioCyc', 'TRP'], ['MetaNetX', 'MNXM94'], ['inchikey', 'QIVBCDIJIAJPQS-VIFPVBQESA-N'], ['SEED', 'cpd00065'], ['SEED', 'cpd19007']]",,0,C11H12N2O2,0.0,,
62,tyr__L,L-Tyrosine,"[['BIGG', 'tyr-L[c]'], ['BIGG', 'tyr_DASH_L_c'], ['BIGG', 'tyr_L[c]'], ['BIGG', 'tyr_L_c'], ['BIGG', 'tyr__L'], ['BIGG', 'tyr__L_c'], ['Reactome', 'R-ALL-29506'], ['Reactome', 'R-ALL-352030'], ['Reactome', 'R-ALL-379710'], ['Reactome', 'R-ALL-5668567'], ['KEGG', 'C00082'], ['KEGG', 'C01536'], ['CHEBI', '13181'], ['CHEBI', '15277'], ['CHEBI', '17895'], ['CHEBI', '18186'], ['CHEBI', '21411'], ['CHEBI', '27176'], ['CHEBI', '32760'], ['CHEBI', '32761'], ['CHEBI', '32762'], ['CHEBI', '32784'], ['CHEBI', '32785'], ['CHEBI', '32786'], ['CHEBI', '46070'], ['CHEBI', '46161'], ['CHEBI', '58315'], ['CHEBI', '6313'], ['CHEBI', '9800'], ['KEGG_Drug', 'D00022'], ['HMDB', 'HMDB00158'], ['HMDB', 'HMDB00647'], ['BioCyc', 'TYR'], ['MetaNetX', 'MNXM76'], ['inchikey', 'OUYCCCASQSFEME-QMMMGPOBSA-N'], ['SEED', 'cpd00069'], ['SEED', 'cpd30745']]",,0,C9H11NO3,0.0,,
63,udcpdp,Undecaprenyl diphosphate,"[['BIGG', 'udcpdp'], ['BIGG', 'udcpdp[c]'], ['BIGG', 'udcpdp_c'], ['CHEBI', '15284'], ['CHEBI', '17047'], ['CHEBI', '27192'], ['CHEBI', '53042'], ['CHEBI', '57995'], ['CHEBI', '9863'], ['HMDB', 'HMDB01469'], ['LipidMaps', 'LMPR03030004'], ['BioCyc', 'CPD-9649'], ['MetaNetX', 'MNXM5043'], ['inchikey', 'NTXGVHCCXVHYCL-RDQGWRCRSA-K'], ['SEED', 'cpd25775']]",,0,C55H92O7P2,0.0,,
64,utp,UTP C9H11N2O15P3,"[['BIGG', 'utp'], ['BIGG', 'utp[c]'], ['BIGG', 'utp_c'], ['Reactome', 'R-ALL-29494'], ['KEGG', 'C00075'], ['CHEBI', '13510'], ['CHEBI', '15713'], ['CHEBI', '27233'], ['CHEBI', '37567'], ['CHEBI', '46397'], ['CHEBI', '46398'], ['CHEBI', '57481'], ['CHEBI', '9850'], ['HMDB', 'HMDB00285'], ['BioCyc', 'UTP'], ['MetaNetX', 'MNXM121'], ['inchikey', 'PGAVKCOVUIYSFO-XVFCMESISA-J'], ['SEED', 'cpd00062']]",,-4,C9H11N2O15P3,0.0,,
